customer_id,customer_category
csid_12418,11
csid_12419,11
csid_12420,11
csid_12421,11
csid_12422,11
csid_12423,11
csid_12424,11
csid_12425,11
csid_12426,11
csid_12427,11
csid_12428,11
csid_12429,11
csid_12430,11
csid_12431,22
csid_12432,11
csid_12433,11
csid_12434,11
csid_12435,11
csid_12436,11
csid_12437,11
csid_12438,11
csid_12439,22
csid_12440,11
csid_12441,11
csid_12442,11
csid_12443,11
csid_12444,11
csid_12445,11
csid_12446,11
csid_12447,11
csid_12448,22
csid_12449,11
csid_12450,11
csid_12451,11
csid_12452,11
csid_12453,11
csid_12454,11
csid_12455,11
csid_12456,11
csid_12457,11
csid_12458,11
csid_12459,11
csid_12460,11
csid_12461,11
csid_12462,11
csid_12463,11
csid_12464,11
csid_12465,11
csid_12466,11
csid_12467,11
csid_12468,11
csid_12469,11
csid_12470,11
csid_12471,11
csid_12472,11
csid_12473,11
csid_12474,11
csid_12475,22
csid_12476,11
csid_12477,11
csid_12478,11
csid_12479,11
csid_12480,11
csid_12481,11
csid_12482,11
csid_12483,11
csid_12484,11
csid_12485,11
